"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"38","1416210_at","Imp3","102462","IMP3, U3 small nucleolar ribonucleoprotein",-0.239177361244485,8.44267444263051,-0.573956855037795,0.571458741306923,0.571458741306923,-5.27833000590663
"39","1416234_at","Lrrc59","98238","leucine rich repeat containing 59",0.507760496025501,7.80423550542712,1.42994786698179,0.165914142043072,0.165914142043072,-4.59843524799765
"40","1416239_at","Ass1","11898","argininosuccinate synthetase 1",-0.338993129752957,8.01319564066768,-0.72670845889051,0.474593077199355,0.474593077199355,-5.19661453199262
"41","1416249_at","Nadk","192185","NAD kinase",-0.245427751876923,8.52946088044659,-0.457269604693314,0.651683159421094,0.651683159421094,-5.32821938504985
"42","1416254_a_at","Vps16","80743","VSP16 CORVET/HOPS core subunit",-0.208261140490517,7.25463951618921,-0.49723945686736,0.623647877419049,0.623647877419049,-5.31236892478455
"43","1416268_at","Ets2","23872","E26 avian leukemia oncogene 2, 3' domain",0.134272243774012,7.8857164817991,0.304125608432832,0.76371309492734,0.76371309492734,-5.37685318984334
"44","1416289_at","Plod1","18822","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",0.570796999063343,6.06947021467994,1.21349481904388,0.237015820996661,0.237015820996661,-4.81895815747673
"45","1416295_a_at","Il2rg","16186","interleukin 2 receptor, gamma chain",-0.683433264828084,10.3231213224224,-1.45259841632133,0.159578784786311,0.159578784786311,-4.57365116938746
"46","1416301_a_at","Ebf1","13591","early B cell factor 1",-0.479504763615134,6.97092568177376,-0.494984248836158,0.625214870578524,0.625214870578524,-5.31329774580448
"47","1416313_at","Mllt11","56772","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11",-0.194627250735016,6.42722332024582,-0.457279256103523,0.651676323865779,0.651676323865779,-5.32821571438372
"48","1416316_at","Slc27a2","26458","solute carrier family 27 (fatty acid transporter), member 2",0.991285150713016,7.5098348048872,1.83461692158825,0.0792746548252648,0.0792746548252648,-4.11135285667521
"49","1416326_at","Crip1","12925","cysteine-rich protein 1",0.32677777068511,10.5771121119108,0.770883252376582,0.448469947976154,0.448469947976154,-5.16958461251546
"50","1416329_at","Cyfip1","20430","cytoplasmic FMR1 interacting protein 1",0.686023592259446,8.41300898871458,1.15502922204916,0.259706553125303,0.259706553125303,-4.87324524309164
"51","1416332_at","Cirbp","12696","cold inducible RNA binding protein",0.13057977481488,7.40948254367283,0.145410325216859,0.885628894354742,0.885628894354742,-5.40675374255312
"52","1416359_at","Snx18","170625","sorting nexin 18",0.239857303725191,8.70046435877709,0.537712359027722,0.595839605982791,0.595839605982791,-5.29500141594644
"53","1416378_at","Pnkp","59047","polynucleotide kinase 3'- phosphatase",-0.173681945157242,8.4698247745153,-0.404940571716978,0.689189498691969,0.689189498691969,-5.34700382158579
"54","1416380_at","Mov10","17454","Mov10 RISC complex RNA helicase",-0.262413538134253,6.4644891542014,-0.576744827766074,0.56960443872515,0.56960443872515,-5.2770040445931
"55","1416381_a_at","Prdx5","54683","peroxiredoxin 5",0.145106169376485,10.8679487202755,0.223371952089041,0.825179402163462,0.825179402163462,-5.39469182171917
"56","1416382_at","Ctsc","13032","cathepsin C",-0.106414143950746,10.7781000493867,-0.188667024845533,0.851976193611761,0.851976193611761,-5.40068884172111
"57","1416393_at","Emg1","14791","EMG1 N1-specific pseudouridine methyltransferase",-0.193484946236318,9.58813407257315,-0.483826161110149,0.632994335177624,0.632994335177624,-5.31783265171871
"58","1416410_at","Pafah1b3","18476","platelet-activating factor acetylhydrolase, isoform 1b, subunit 3",-0.214373717538239,6.32572745410952,-0.52401791201046,0.605181438571365,0.605181438571365,-5.30102579825828
"59","1416414_at","Emilin1","100952","elastin microfibril interfacer 1",0.610603306431783,6.70415576237234,1.34503018176571,0.191473221759049,0.191473221759049,-4.68852515554608
"60","1416431_at","Tubb6","67951","tubulin, beta 6 class V",0.929768903512102,7.12613252899144,1.58503832990668,0.126344650324119,0.126344650324119,-4.42260765773711
"61","1416433_at","Rpa2","19891","replication protein A2",-0.33415098156305,6.48736816612313,-0.92894782288383,0.362375250139408,0.362375250139408,-5.06071443420609
"62","1416435_at","Ltbr","17000","lymphotoxin B receptor",0.0868035332031241,7.17344251019848,0.181937980335201,0.857194124039826,0.857194124039826,-5.40173514118144
"63","1416438_at","Puf60","67959","poly-U binding splicing factor 60",-0.293324160163682,8.59963308240142,-0.82314572672857,0.418713349886531,0.418713349886531,-5.13567306781687
"64","1416441_at","Cpq","54381","carboxypeptidase Q",0.813335846539153,6.60312387600354,2.29499569787245,0.030995529512545,0.030995529512545,-3.45936823548882
"65","1416443_a_at","Sae1","56459","SUMO1 activating enzyme subunit 1",-0.0567236224575591,7.58447393109682,-0.151472342154976,0.88089799102872,0.88089799102872,-5.40599818959593
"66","1416503_at","Lxn","17035","latexin",0.323305666583216,6.6027698973675,0.784212518328694,0.440761365243841,0.440761365243841,-5.1611337667198
"67","1416514_a_at","Fscn1","14086","fascin actin-bundling protein 1",1.10277551994358,5.28539985039578,1.53668186148683,0.137748332905562,0.137748332905562,-4.47894959972536
"68","1416527_at","Rab32","67844","RAB32, member RAS oncogene family",0.126994532234159,7.83424769716594,0.218892030391156,0.828627064001639,0.828627064001639,-5.39552247956237
"69","1416530_a_at","Pnp","18950","purine-nucleoside phosphorylase",0.0198985090598498,8.91606648816136,0.0378169414925729,0.970153563758464,0.970153563758464,-5.41503461634834
"70","1416536_at","Pwwp3a","68114","PWWP domain containing 3A, DNA repair factor",-0.341238865520581,5.98128845649272,-0.60038226500448,0.554006974254007,0.554006974254007,-5.2655128606961
"71","1416542_at","Phf1","21652","PHD finger protein 1",-0.355377111786002,7.9074119571192,-0.771689717871891,0.448001246757412,0.448001246757412,-5.16907717931323
"72","1416543_at","Nfe2l2","18024","nuclear factor, erythroid derived 2, like 2",-0.160299003214796,8.86010173982188,-0.321417894870135,0.750739527811292,0.750739527811292,-5.3723294211046
"73","1416546_a_at","Rpl6","19988","ribosomal protein L6",-0.200983590869827,11.8744426543444,-0.548465214900046,0.588553821553714,0.588553821553714,-5.29016535401739
"74","1416600_a_at","Rcan1","54720","regulator of calcineurin 1",-0.094956896675602,7.25844743217932,-0.258330372785804,0.798404549918955,0.798404549918955,-5.38763525882831
"75","1416617_at","Acss1","68738","acyl-CoA synthetase short-chain family member 1",-0.306229059556818,7.76833941519283,-0.528330694921155,0.602231882070314,0.602231882070314,-5.29914483459798
"76","1416625_at","Serping1","12258","serine (or cysteine) peptidase inhibitor, clade G, member 1",2.60806355989191,5.81743468608836,3.39070635436006,0.00246569959986074,0.00246569959986074,-1.64753210372101
"77","1416630_at","Id3","15903","inhibitor of DNA binding 3",-0.513863090924864,7.18305734790659,-0.774795451822452,0.446199028344149,0.446199028344149,-5.16711837065762
"78","1416635_at","Smpdl3a","57319","sphingomyelin phosphodiesterase, acid-like 3A",-0.110221903790599,10.6140636108345,-0.281308681817554,0.780939662064448,0.780939662064448,-5.38244293425649
"79","1416649_at","Ambp","11699","alpha 1 microglobulin/bikunin precursor",2.30382318044047,6.77905469056008,2.88286788294335,0.0082964574704873,0.0082964574704873,-2.51879180478835
"80","1416654_at","Slc31a2","20530","solute carrier family 31, member 2",0.224920932311699,7.72134116617243,0.4496574926866,0.657084060915592,0.657084060915592,-5.33109083028518
"81","1416676_at","Kng1","16644","kininogen 1",2.29624904956851,5.55702070148608,3.01653357263275,0.00606113169711575,0.00606113169711575,-2.29325907478601
"82","1416677_at","Apoh","11818","apolipoprotein H",2.17475976852178,7.66635131168865,2.84197993198425,0.00912437321421509,0.00912437321421509,-2.58708666444375
"83","1416697_at","Dpp4","13482","dipeptidylpeptidase 4",0.214531837842344,7.44253663241488,0.427968415134031,0.672576892829328,0.672576892829328,-5.33901325302672
"84","1416708_a_at","Gramd1a","52857","GRAM domain containing 1A",-0.510273596001374,8.54927421081797,-0.912283079367775,0.370898659419878,0.370898659419878,-5.07307433272024
"85","1416713_at","Tppp3","67971","tubulin polymerization-promoting protein family member 3",0.0222422137532652,7.26193400682161,0.0467193085722533,0.963132328452067,0.963132328452067,-5.41471834606721
"86","1416722_at","Hmg20a","66867","high mobility group 20A",0.014297226589207,8.27571314251927,0.0381352218106389,0.969902492341386,0.969902492341386,-5.41502445695241
"87","1416729_at","Plg","18815","plasminogen",2.15319519002657,6.07369568638569,2.77806426573777,0.0105774967537173,0.0105774967537173,-2.69312572746773
"88","1416731_at","Top2b","21974","topoisomerase (DNA) II beta",-0.328404214419757,8.3315460927668,-0.629738170999304,0.5349508050411,0.5349508050411,-5.25062311921897
"89","1416735_at","Asah1","11886","N-acylsphingosine amidohydrolase 1",0.148309134831305,8.85979778792863,0.353215575722747,0.727080629313409,0.727080629313409,-5.36336548628895
"90","1416740_at","Col5a1","12831","collagen, type V, alpha 1",0.24485789074786,5.26887942195753,0.499372264801491,0.622167598885095,0.622167598885095,-5.31148672733936
"91","1416766_at","Mtarc2","67247","mitochondrial amidoxime reducing component 2",-0.159109647418161,8.85850335053438,-0.387560379660264,0.701834937650024,0.701834937650024,-5.35274687806605
"92","1416775_at","Dmac2","66349","distal membrane arm assembly complex 2",-0.265832152392636,6.92033307697889,-0.644879647684723,0.525261098182265,0.525261098182265,-5.242676384109
"93","1416799_at","Trpm7","58800","transient receptor potential cation channel, subfamily M, member 7",-0.208647500874401,7.51297984564339,-0.470484967714871,0.642352873479459,0.642352873479459,-5.32312226218957
"94","1416802_a_at","Cdca5","67849","cell division cycle associated 5",-0.548902799864448,5.99053488753433,-1.0612711437187,0.299369276368293,0.299369276368293,-4.9553949896395
"95","1416809_at","Cyp3a11","13112","cytochrome P450, family 3, subfamily a, polypeptide 11",2.0722512888082,6.25888122428382,1.24220644401684,0.226433752551519,0.226433752551519,-4.7914564848527
"96","1416814_at","Tia1","21841","cytotoxic granule-associated RNA binding protein 1",-0.328797872840955,7.16222293776434,-0.64219654940035,0.526971136754729,0.526971136754729,-5.244097759762
"97","1416858_a_at","Fkbp3","30795","FK506 binding protein 3",-0.336301344350607,8.26226754959453,-0.588029191020568,0.562130501516987,0.562130501516987,-5.27157379389071
"98","1416863_at","Abhd8","64296","abhydrolase domain containing 8",-0.111481743762639,5.88388176696703,-0.229673635673807,0.82033583540006,0.82033583540006,-5.39349503891833
"99","1416871_at","Adam8","11501","a disintegrin and metallopeptidase domain 8",0.579591025894686,8.55913892483573,0.896661348462471,0.379008000564515,0.379008000564515,-5.08447405253911
"100","1416881_at","Mcl1","17210","myeloid cell leukemia sequence 1",-0.130919669253688,9.59091794128165,-0.288028123406099,0.775854190051482,0.775854190051482,-5.3808416660937
"101","1416892_s_at","Fam107b","66540","family with sequence similarity 107, member B",-0.210151611271669,10.6643645390488,-0.576358144662349,0.569861441973416,0.569861441973416,-5.27718832226725
"102","1416897_at","Parp9","80285","poly (ADP-ribose) polymerase family, member 9",-0.0566886082624816,8.7537366770215,-0.124825109631825,0.901725333786767,0.901725333786767,-5.40908957626313
"103","1416915_at","Msh6","17688","mutS homolog 6",-0.299250410354629,6.10427181412684,-0.580813460533256,0.566903857764685,0.566903857764685,-5.2750578577518
"104","1416930_at","Ly6d","17068","lymphocyte antigen 6 family member D",-0.379931964148756,7.50752425797918,-0.827168044063953,0.416475499490467,0.416475499490467,-5.13297698297346
"105","1416939_at","Ppa1","67895","pyrophosphatase (inorganic) 1",0.324428250315299,7.26606561105355,0.857303330033175,0.399949617814716,0.399949617814716,-5.1123891068558
"106","1416957_at","Pou2af1","18985","POU domain, class 2, associating factor 1",-0.320525598928285,9.43128737734662,-0.437193647527197,0.665968554189508,0.665968554189508,-5.33569045819753
"107","1416958_at","Nr1d2","353187","nuclear receptor subfamily 1, group D, member 2",0.0072434283203533,7.59798412929863,0.0127618009087504,0.989925728056482,0.989925728056482,-5.41556721135821
"108","1416983_s_at","Foxo1","56458","forkhead box O1",-0.463083739372244,9.10536793442757,-0.700412473729827,0.490557528444426,0.490557528444426,-5.21198723007609
"109","1416985_at","Sirpa","19261","signal-regulatory protein alpha",-0.162470992312658,9.00119922983072,-0.42936943141762,0.671571545279868,0.671571545279868,-5.33851310528049
"110","1416996_at","Tbc1d8","54610","TBC1 domain family, member 8",0.339250802765001,7.23454523319508,0.589751674903041,0.560994106644518,0.560994106644518,-5.2707359651286
"111","1417009_at","C1ra","50909","complement component 1, r subcomponent A",1.44833140015395,6.21510193860353,2.9771801839383,0.00665107723439854,0.00665107723439854,-2.36000047260697
"112","1417010_at","Zbtb18","30928","zinc finger and BTB domain containing 18",-0.470377643671711,8.85114093346395,-1.01395986693417,0.320944603958073,0.320944603958073,-4.99450070417502
"113","1417019_a_at","Cdc6","23834","cell division cycle 6",-0.372020815481461,4.94178104337423,-0.958135761655696,0.347763995421527,0.347763995421527,-5.03857407641979
"114","1417025_at","H2-Eb1","14969","histocompatibility 2, class II antigen E beta",-0.561744858806398,10.9861367328254,-0.718707319060992,0.479418228881425,0.479418228881425,-5.20134891022019
"115","1417062_at","Armc10","67211","armadillo repeat containing 10",-0.285650669517249,7.19417016145645,-0.633881590824099,0.532289731424233,0.532289731424233,-5.24846652248153
"116","1417063_at","C1qb","12260","complement component 1, q subcomponent, beta polypeptide",2.11789033389009,6.61663705421117,3.09057560283522,0.00508437669459634,0.00508437669459634,-2.16698633024849
"117","1417066_at","Coq8a","67426","coenzyme Q8A",-0.0953127095191411,7.53615024390599,-0.228996418134742,0.820856008619904,0.820856008619904,-5.39362524083201
"118","1417071_s_at","Cyp4v3","102294","cytochrome P450, family 4, subfamily v, polypeptide 3",-0.0916548935585046,6.77185623826895,-0.241498619634075,0.811266793261186,0.811266793261186,-5.39115994583704
"119","1417074_at","Ceacam10","26366","CEA cell adhesion molecule 10",-0.0205928371579684,7.03894130907208,-0.0181343979732013,0.985684968080367,0.985684968080367,-5.4154974469826
"120","1417075_at","Fam136a","66488","family with sequence similarity 136, member A",-0.0855272459328456,6.07573410506226,-0.204241737856161,0.839925861457951,0.839925861457951,-5.39812194700442
"121","1417111_at","Man1a","17155","mannosidase 1, alpha",0.159614899531203,10.2393041960574,0.445821990706061,0.659812672711065,0.659812672711065,-5.33251977098687
"122","1417114_at","Gmcl1","23885","germ cell-less, spermatogenesis associated 1",-0.395794916988523,6.47592854283165,-1.07080064238772,0.29515104453169,0.29515104453169,-4.9473259396873
"123","1417124_at","Dstn","56431","destrin",0.330162642989379,11.0765956985234,0.821969852683796,0.419368978523901,0.419368978523901,-5.13645891900302
"124","1417126_a_at","Rpl22l1","68028","ribosomal protein L22 like 1",-0.306836700311756,11.395865728709,-0.715607658559448,0.481295140938986,0.481295140938986,-5.20316966107082
"125","1417138_s_at","Polr2e","66420","polymerase (RNA) II (DNA directed) polypeptide E",-0.0492052528694504,8.05687558411888,-0.113152701927053,0.910872096225161,0.910872096225161,-5.41025620646216
"126","1417141_at","Igtp","16145","interferon gamma induced GTPase",-0.0456722088208146,11.233523504458,-0.107097751826752,0.91562193517305,0.91562193517305,-5.41081636257641
"127","1417153_at","Nacc2","67991","nucleus accumbens associated 2, BEN and BTB (POZ) domain containing",0.0706766679522115,6.382379333504,0.154586357291799,0.878469506734193,0.878469506734193,-5.40559809933451
"128","1417160_s_at","Wfdc18","14038","WAP four-disulfide core domain 18",0.0156168150383662,6.83305626118104,0.0302415506434736,0.976130185831871,0.976130185831871,-5.41525129258579
"129","1417168_a_at","Usp2","53376","ubiquitin specific peptidase 2",0.0851793685435087,5.71405881462403,0.219239220551513,0.828359746425236,0.828359746425236,-5.39545870287062
"130","1417171_at","Itk","16428","IL2 inducible T cell kinase",-0.246196264129841,7.89260987185788,-0.374036180728899,0.711736272157296,0.711736272157296,-5.35704411933686
"131","1417185_at","Ly6a","110454","lymphocyte antigen 6 family member A",0.306716513291628,9.07975191966593,0.453286356052019,0.654506927748499,0.654506927748499,-5.32972783574055
"132","1417189_at","Psme2","19188","proteasome (prosome, macropain) activator subunit 2 (PA28 beta)",-0.464391674311653,10.8464938248001,-1.13689331937745,0.267061178315244,0.267061178315244,-4.88961154648896
"133","1417190_at","Nampt","59027","nicotinamide phosphoribosyltransferase",-0.175689627791064,7.85874676611837,-0.229126805613491,0.820755850999003,0.820755850999003,-5.39360020224908
"134","1417219_s_at","Tmsb10","19240","thymosin beta 10",-0.506804277542779,10.387625229611,-0.977470741216491,0.338307654820048,0.338307654820048,-5.02356472109202
"135","1417244_a_at","Irf7","54123","interferon regulatory factor 7",-0.0433959420541896,10.2897352168114,-0.0589804529740783,0.953467150662234,0.953467150662234,-5.41417372769093
"136","1417246_at","Pzp","11287","PZP, alpha-2-macroglobulin like",3.11921107125602,6.22797644684612,2.70881465438785,0.012397892316564,0.012397892316564,-2.80695589094497
"137","1417268_at","Cd14","12475","CD14 antigen",1.18936336752051,8.87726379370686,0.982602775535069,0.335827472738605,0.335827472738605,-5.0195351744929
"138","1417277_at","Cyp4f16","70101","cytochrome P450, family 4, subfamily f, polypeptide 16",-0.227722414678865,7.10314883610684,-0.587400534690416,0.562545547317701,0.562545547317701,-5.27187898772647
"139","1417290_at","Lrg1","76905","leucine-rich alpha-2-glycoprotein 1",1.45659618909582,10.2228676417812,1.07008786543722,0.295465081108797,0.295465081108797,-4.94793169741002
"140","1417291_at","Tnfrsf1a","21937","tumor necrosis factor receptor superfamily, member 1a",-0.103858268440211,9.57290690187635,-0.215791042818086,0.831015589952692,0.831015589952692,-5.39608765027239
"141","1417292_at","Ifi47","15953","interferon gamma inducible protein 47",-0.500572897170034,10.407463423823,-0.778571207796927,0.444013935890576,0.444013935890576,-5.16472701265675
"142","1417297_at","Itpr3","16440","inositol 1,4,5-triphosphate receptor 3",-0.325084815464558,8.15475598916154,-0.606642494998937,0.54991365585857,0.54991365585857,-5.26239496475057
"143","1417300_at","Smpdl3b","100340","sphingomyelin phosphodiesterase, acid-like 3B",-0.522206114644471,8.19251733389432,-0.610367654871943,0.547485472170168,0.547485472170168,-5.26052487486943
"144","1417314_at","Cfb","14962","complement factor B",0.830116109344469,7.32167576106143,0.744406039627886,0.464021910771948,0.464021910771948,-5.18596645197274
"145","1417321_at","Zcchc7","319885","zinc finger, CCHC domain containing 7",-0.286020889045933,7.83779538324315,-0.566368139458904,0.576521494900309,0.576521494900309,-5.28190772294877
"146","1417338_at","Epb42","13828","erythrocyte membrane protein band 4.2",-0.247735898859645,8.57021927514846,-0.410509148817194,0.685157192810201,0.685157192810201,-5.34511135163611
"147","1417346_at","Pycard","66824","PYD and CARD domain containing",0.470957326835958,9.52964299977116,1.2454476576801,0.225262048430654,0.225262048430654,-4.78831741318104
"148","1417364_at","Eef1g","67160","eukaryotic translation elongation factor 1 gamma",-0.218910894271584,11.3864404283606,-0.536133584344207,0.596913009958983,0.596913009958983,-5.29570363969699
"149","1417371_at","Peli1","67245","pellino 1",-0.526062415737083,9.67421703899274,-1.03899703013473,0.309395416977866,0.309395416977866,-4.97400462177542
"150","1417381_at","C1qa","12259","complement component 1, q subcomponent, alpha polypeptide",1.87845036498622,6.8418598941266,3.24964108187976,0.00347198492001078,0.00347198492001078,-1.89300760065222
"151","1417384_at","Entpd5","12499","ectonucleoside triphosphate diphosphohydrolase 5",-0.323597946427427,6.86374856905379,-0.618685530057785,0.542084060932642,0.542084060932642,-5.25630940845387
"152","1417385_at","Npepps","19155","aminopeptidase puromycin sensitive",0.12443274398807,8.72862298728779,0.313072341712739,0.756991694800668,0.756991694800668,-5.37454358485351
"153","1417391_a_at","Il16","16170","interleukin 16",-0.51020818476497,9.52276212331964,-1.1995811249705,0.242275959195622,0.242275959195622,-4.83208709011743
"154","1417392_a_at","Slc7a7","20540","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",0.484838036110245,7.14050615069573,0.808406520014852,0.426977832667902,0.426977832667902,-5.14544761482793
"155","1417409_at","Jun","16476","jun proto-oncogene",0.316852829753214,5.89594731559383,0.561055731944665,0.580078985792115,0.580078985792115,-5.28438484585111
"156","1417420_at","Ccnd1","12443","cyclin D1",1.49288586969964,5.83803403007847,2.54559795915378,0.0179210019942696,0.0179210019942696,-3.07039942957953
"157","1417444_at","E2f5","13559","E2F transcription factor 5",-0.140539539952591,4.9155445628576,-0.298960445402462,0.767602212080707,0.767602212080707,-5.37815637810022
"158","1417460_at","Ifitm2","80876","interferon induced transmembrane protein 2",0.547903642069906,11.2209803410815,0.736499776853467,0.468727166707144,0.468727166707144,-5.19075335253856
"159","1417512_at","Evi5","14020","ecotropic viral integration site 5",0.566988056895093,5.15269504149195,1.36503709885387,0.185188821976859,0.185188821976859,-4.66770663747323
"160","1417527_at","Ap3m2","64933","adaptor-related protein complex 3, mu 2 subunit",-0.0719553961185184,6.40207643668915,-0.183524532357772,0.855963249151502,0.855963249151502,-5.40149185939718
"161","1417540_at","Elf1","13709","E74 like ETS transcription factor 1",-0.203042680502126,9.09869889627402,-0.549773924814294,0.587670081078034,0.587670081078034,-5.28957042636014
"162","1417542_at","Rps6ka2","20112","ribosomal protein S6 kinase, polypeptide 2",0.232199526159341,7.15065730544531,0.544412124670804,0.591294916051467,0.591294916051467,-5.29199912734135
"163","1417561_at","Apoc1","11812","apolipoprotein C-I",1.96005168481968,6.70896962469626,2.26007119867032,0.0333916735303263,0.0333916735303263,-3.5118741980471
"164","1417566_at","Abhd5","67469","abhydrolase domain containing 5",0.145136446590998,6.63528401404372,0.376715573411343,0.709770451026206,0.709770451026206,-5.35620470376898
"165","1417585_at","Nup210","54563","nucleoporin 210",-0.443848332759485,9.38873405338162,-1.06711049523246,0.296779432419115,0.296779432419115,-4.95045815824837
